id,gen,sp,ssp,en,rec,cnt,loc,lat,lng,alt,type,url,file,file-name,sono,lic,q,length,time,date,uploaded,also,rmk,bird-seen,playback-used
471237,Otus,scops,,Eurasian Scops Owl,Nicolae Șerban-Pârâu,Romania,"Albeștii Pământeni, Comuna Albeștii de Argeș, Județul Argeș",45.2062,24.6731,694,call,//www.xeno-canto.org/471237,//www.xeno-canto.org/471237/download,XC471237-Voce046.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/CIKPPWNKWL/ffts/XC471237-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/CIKPPWNKWL/ffts/XC471237-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/CIKPPWNKWL/ffts/XC471237-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/CIKPPWNKWL/ffts/XC471237-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,D,0:58,02:30,2019-04-22,2019-05-07,[''],,no,unknown
418244,Otus,scops,,Eurasian Scops Owl,Nicolae Șerban-Pârâu,Romania,"Albeștii Pământeni, Comuna Albeștii de Argeș, Județul Argeș",45.2062,24.6731,694,song,//www.xeno-canto.org/418244,//www.xeno-canto.org/418244/download,XC418244-Voce0381.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/CIKPPWNKWL/ffts/XC418244-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/CIKPPWNKWL/ffts/XC418244-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/CIKPPWNKWL/ffts/XC418244-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/CIKPPWNKWL/ffts/XC418244-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,D,0:39,22:25,2017-07-20,2018-06-02,[''],,no,unknown
180712,Otus,scops,,Eurasian Scops Owl,m3talman,Romania,"Slatina, Slatina, Olt County",44.4285,24.3671,171,call,//www.xeno-canto.org/180712,//www.xeno-canto.org/180712/download,XC180712-rec001.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/HQMUGQJTIM/ffts/XC180712-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/HQMUGQJTIM/ffts/XC180712-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/HQMUGQJTIM/ffts/XC180712-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/HQMUGQJTIM/ffts/XC180712-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,D,1:36,03:00,2014-06-03,2014-06-03,[''],"The volume of the recording was enhanced.
Incandescent street lighting in the surrounding area.",no,no
138595,Otus,scops,,Eurasian Scops Owl,fgordon,Romania,"Bucharest, Bucharest",44.483,26.0573,90,"call, sonar",//www.xeno-canto.org/138595,//www.xeno-canto.org/138595/download,XC138595-sonarbird.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/CODZOMPUTX/ffts/XC138595-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/CODZOMPUTX/ffts/XC138595-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/CODZOMPUTX/ffts/XC138595-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/CODZOMPUTX/ffts/XC138595-full.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,D,0:33,22:15,2013-06-16,2013-06-16,[''],"No modification of the sound file was made. The recording was done with an iphone 4s in a residential area of the city with many trees. There is background noise from cars.
The sound is very similar to a submarine sonar. It starts at nightfall and continues pretty much until morning. There are breaks of 10-15 min sometimes, but it can usually go on for hours. It begun a few nights back and no one I asked has any recollection of hearing something similar, ever.
It comes from high up in the trees but it's at least 50m away from where the recording was taken.",no,unknown
309449,Strix,aluco,,Tawny Owl,Octavian Trica,Romania,"Cluj-Napoca, Municipiul Cluj - Napoca, Județul Cluj",46.7572,23.5582,380,"call, male",//www.xeno-canto.org/309449,//www.xeno-canto.org/309449/download,XC309449-Strix aluco - huhurez mic ok.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/EXNKDFXTQE/ffts/XC309449-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/EXNKDFXTQE/ffts/XC309449-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/EXNKDFXTQE/ffts/XC309449-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/EXNKDFXTQE/ffts/XC309449-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:33,20:30,2016-02-22,2016-03-29,[''],,no,no
414897,Strix,uralensis,,Ural Owl,George Vlad,Romania,"Pipirig, Comuna Vânători - Neamț, Județul Neamț",47.2616,26.1177,850,"call, female",//www.xeno-canto.org/414897,//www.xeno-canto.org/414897/download,XC414897-owls maybe.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/CYQIZEFQZO/ffts/XC414897-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/CYQIZEFQZO/ffts/XC414897-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/CYQIZEFQZO/ffts/XC414897-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/CYQIZEFQZO/ffts/XC414897-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:17,03:00,2018-04-23,2018-05-12,[''],Recorded at 3am in mixed forest.,no,no
505672,Glaucidium,passerinum,,Eurasian Pygmy Owl,Stelian Bodnari,Romania,"Comuna Sadova, Județul Suceava",47.6187,25.4495,1300,"adult, male, song",//www.xeno-canto.org/505672,//www.xeno-canto.org/505672/download,XC505672-Glaucidium passerinum.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/QLZIXALYUM/ffts/XC505672-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/QLZIXALYUM/ffts/XC505672-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/QLZIXALYUM/ffts/XC505672-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/QLZIXALYUM/ffts/XC505672-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:16,06:30,2017-05-01,2019-11-04,[''],,yes,yes
505670,Glaucidium,passerinum,,Eurasian Pygmy Owl,Stelian Bodnari,Romania,"Chiril, Comuna Crucea, Județul Suceava",47.4237,25.5354,1400,"adult, call, male, song",//www.xeno-canto.org/505670,//www.xeno-canto.org/505670/download,XC505670-Glaucidium passerinum.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/QLZIXALYUM/ffts/XC505670-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/QLZIXALYUM/ffts/XC505670-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/QLZIXALYUM/ffts/XC505670-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/QLZIXALYUM/ffts/XC505670-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:16,06:00,2016-04-25,2019-11-04,[''],,yes,yes
533204,Glaucidium,passerinum,,Eurasian Pygmy Owl,Ciortan Bogdan ,Romania,"Comuna Mărișel, Județul Cluj",46.6626,23.0589,1000,song,//www.xeno-canto.org/533204,//www.xeno-canto.org/533204/download,XC533204-200304_0410glaucidium cut.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/BIUHKCNSRS/ffts/XC533204-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/BIUHKCNSRS/ffts/XC533204-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/BIUHKCNSRS/ffts/XC533204-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/BIUHKCNSRS/ffts/XC533204-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:10,15:00,2020-03-04,2020-03-08,"['Regulus regulus', 'Lophophanes cristatus']",,yes,yes
215984,Athene,noctua,,Little Owl,Tora BENZEYEN,Romania,"Drăgășani, Municipiul Drăgășani, Județul Vâlcea",44.6611,24.2606,160,"call, song",//www.xeno-canto.org/215984,//www.xeno-canto.org/215984/download,XC215984-Long-eared Owl - Dragaşani.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/ESVXZPBMLR/ffts/XC215984-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/ESVXZPBMLR/ffts/XC215984-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/ESVXZPBMLR/ffts/XC215984-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/ESVXZPBMLR/ffts/XC215984-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,2:02,03:00,2015-02-24,2015-03-08,[''],,no,no
505271,Aegolius,funereus,,Boreal Owl,Stelian Bodnari,Romania,"Câmpulung Moldovenesc, Municipiul Câmpulung Moldovenesc, Județul Suceava",47.4731,25.5266,1300,"adult, male, song",//www.xeno-canto.org/505271,//www.xeno-canto.org/505271/download,XC505271-Aegolius funereus.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/QLZIXALYUM/ffts/XC505271-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/QLZIXALYUM/ffts/XC505271-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/QLZIXALYUM/ffts/XC505271-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/QLZIXALYUM/ffts/XC505271-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:30,20:00,2017-03-16,2019-11-02,[''],,yes,yes
505267,Aegolius,funereus,,Boreal Owl,Stelian Bodnari,Romania,"Comuna Dorna - Arini, Județul Suceava",47.4252,25.5295,1400,"adult, male, song",//www.xeno-canto.org/505267,//www.xeno-canto.org/505267/download,XC505267-Aegolius funereus.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/QLZIXALYUM/ffts/XC505267-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/QLZIXALYUM/ffts/XC505267-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/QLZIXALYUM/ffts/XC505267-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/QLZIXALYUM/ffts/XC505267-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:17,05:30,2012-04-26,2019-11-02,"['Tetrao urogallus', 'Regulus regulus']",In the mating area of ​​Tetrao urogallus sings Aegolius funereus.,yes,yes
505269,Aegolius,funereus,,Boreal Owl,Stelian Bodnari,Romania,"Câmpulung Moldovenesc, Municipiul Câmpulung Moldovenesc, Județul Suceava",47.4731,25.5266,1300,"adult, male, song",//www.xeno-canto.org/505269,//www.xeno-canto.org/505269/download,XC505269-Aegolius funereus.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/QLZIXALYUM/ffts/XC505269-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/QLZIXALYUM/ffts/XC505269-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/QLZIXALYUM/ffts/XC505269-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/QLZIXALYUM/ffts/XC505269-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:31,19:30,2017-03-16,2019-11-02,[''],,yes,yes
503127,Asio,otus,,Long-eared Owl,Nicolae Șerban-Pârâu,Romania,"Olimp, Municipiul Mangalia, Județul Constanța",43.8842,28.6061,20,alarm call,//www.xeno-canto.org/503127,//www.xeno-canto.org/503127/download,XC503127-media.io_Voce071.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/CIKPPWNKWL/ffts/XC503127-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/CIKPPWNKWL/ffts/XC503127-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/CIKPPWNKWL/ffts/XC503127-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/CIKPPWNKWL/ffts/XC503127-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:43,12:30,2019-06-19,2019-10-19,[''],,yes,unknown
378296,Asio,otus,,Long-eared Owl,Patricia,Romania,"Cluj-Napoca, Municipiul Cluj - Napoca, Județul Cluj",46.7467,23.6536,460,"begging call, call, juvenile",//www.xeno-canto.org/378296,//www.xeno-canto.org/378296/download,XC378296-Voice 005.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/ZZFHPACDID/ffts/XC378296-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/ZZFHPACDID/ffts/XC378296-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/ZZFHPACDID/ffts/XC378296-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/ZZFHPACDID/ffts/XC378296-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:31,23:30,2017-07-02,2017-07-02,[''],"First time was on July 1st and only after twilight, but it lasted all night. Same today, on the 2nd. They start when it's getting dark and take breaks sometimes. It sounds like it's coming from the rooftop of some four story buildings, but there are trees in between, so it might come from there as well. There's at least four different scattered locations from which the sound is coming from in this area. It sounds juvenile, but it could be a mating call too. They answer to the calls. This is all we know. Thank you!",unknown,unknown
429068,Asio,otus,,Long-eared Owl,Andries,Romania,"Bucharest, Romania",44.4489,26.0642,80,"begging call, call, juvenile",//www.xeno-canto.org/429068,//www.xeno-canto.org/429068/download,XC429068-noapte2 (online-audio-converter.com).mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/VAHKKPXUGA/ffts/XC429068-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/VAHKKPXUGA/ffts/XC429068-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/VAHKKPXUGA/ffts/XC429068-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/VAHKKPXUGA/ffts/XC429068-full.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:25,02:30,2018-08-03,2018-08-03,[''],Very curious,no,no
420715,Asio,otus,,Long-eared Owl,Marina,Romania,"Cluj-Napoca, Municipiul Cluj - Napoca, Județul Cluj",46.7712,23.6236,340,"begging call, juvenile",//www.xeno-canto.org/420715,//www.xeno-canto.org/420715/download,XC420715-VID_20180617_000153.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/JRPZEMBEUI/ffts/XC420715-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/JRPZEMBEUI/ffts/XC420715-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/JRPZEMBEUI/ffts/XC420715-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/JRPZEMBEUI/ffts/XC420715-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,C,0:13,00:00,2018-06-17,2018-06-16,[''],This bird sings every night for about two weeks. Couldn't see it yet. I'm really curious to know what it is,no,unknown
134965,Apus,apus,,Common Swift,ZXMYST,Romania,"Iași, Iași",47.1685,27.556,42,flight call,//www.xeno-canto.org/134965,//www.xeno-canto.org/134965/download,XC134965-lastun008.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/LORLINJNFQ/ffts/XC134965-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/LORLINJNFQ/ffts/XC134965-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/LORLINJNFQ/ffts/XC134965-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/LORLINJNFQ/ffts/XC134965-full.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,D,1:02,21:30,2013-05-26,2013-05-26,[''],Habitat: urban,yes,unknown
141571,Coracias,garrulus,,European Roller,Andre et Odile BOUCHER,Romania,Tulcea,45.0717,29.2398,0,"call, song",//www.xeno-canto.org/141571,//www.xeno-canto.org/141571/download,XC141571-Coracias garrulus-19970528.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/FWAVTDTPIQ/ffts/XC141571-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/FWAVTDTPIQ/ffts/XC141571-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/FWAVTDTPIQ/ffts/XC141571-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/FWAVTDTPIQ/ffts/XC141571-full.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,A,1:23,18:00,1997-05-28,2013-07-04,['Dendrocopos major'],,yes,no
36054,Merops,apiaster,,European Bee-eater,Tomas Belka,Romania,"Tg. Mures, Transylvania",46,24,480,call of a flock,//www.xeno-canto.org/36054,//www.xeno-canto.org/36054/download,XC-MERAPI1.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/UVCHPWXJBN/ffts/XC36054-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/UVCHPWXJBN/ffts/XC36054-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/UVCHPWXJBN/ffts/XC36054-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/UVCHPWXJBN/ffts/XC36054-full.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,B,0:19,19:50,2009-05-19,2009-06-23,[''],Call of a flock of 13 inds.,unknown,unknown
385256,Upupa,epops,,Eurasian Hoopoe,Marco Dragonetti,Romania,"Letea, Comuna C. A. Rosetti, Județul Tulcea",45.3079,29.4722,0,"male, song",//www.xeno-canto.org/385256,//www.xeno-canto.org/385256/download,XC385256-call7.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/XAMHIHFTZG/ffts/XC385256-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/XAMHIHFTZG/ffts/XC385256-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/XAMHIHFTZG/ffts/XC385256-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/XAMHIHFTZG/ffts/XC385256-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:40,15:30,2014-05-08,2017-09-05,[''],Check my website birdsongs.it for more details,no,no
385255,Upupa,epops,,Eurasian Hoopoe,Marco Dragonetti,Romania,"Izvoarele, Comuna Izvoarele, Județul Tulcea",45.0556,28.5352,170,"call, threat calls",//www.xeno-canto.org/385255,//www.xeno-canto.org/385255/download,XC385255-call6.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/XAMHIHFTZG/ffts/XC385255-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/XAMHIHFTZG/ffts/XC385255-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/XAMHIHFTZG/ffts/XC385255-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/XAMHIHFTZG/ffts/XC385255-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:28,18:30,2014-05-04,2017-09-05,[''],Check my website birdsongs.it for more details,yes,no
331116,Jynx,torquilla,,Eurasian Wryneck,Marco Dragonetti,Romania,"Comuna Jurilovca, Județul Tulcea",44.8326,28.8563,70,song,//www.xeno-canto.org/331116,//www.xeno-canto.org/331116/download,XC331116-call4.mp3,"{'small': '//www.xeno-canto.org/sounds/uploaded/XAMHIHFTZG/ffts/XC331116-small.png', 'med': '//www.xeno-canto.org/sounds/uploaded/XAMHIHFTZG/ffts/XC331116-med.png', 'large': '//www.xeno-canto.org/sounds/uploaded/XAMHIHFTZG/ffts/XC331116-large.png', 'full': '//www.xeno-canto.org/sounds/uploaded/XAMHIHFTZG/ffts/XC331116-full.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:20,18:00,2014-06-24,2016-08-13,[''],Check www.birdsongs.it (my website).,yes,yes
